nama_pintu_air,lokasi,latitude,longitude,tanggal,tinggi_air,status_siaga
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2021-12-02 01:50:00",910,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2021-12-02 01:50:00",6080,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2021-12-02 01:50:00",100,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2021-12-02 01:50:00",540,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2021-12-02 01:50:00",2660,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2021-12-02 01:50:00",1760,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2021-12-02 01:50:00",1820,"Status : Siaga 3"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2021-12-02 01:50:00",-1940,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2021-12-02 01:50:00",610,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2021-12-02 01:50:00",500,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2021-12-02 01:50:00",1040,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2021-12-02 01:50:00",3300,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2021-12-02 01:50:00",860,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2021-12-02 01:50:00",890,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2021-12-02 01:50:00",1710,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2021-12-02 01:50:00",1600,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2021-12-02 01:50:00",1060,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2021-12-02 01:50:00",1770,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2021-12-02 01:50:00",1510,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2021-12-02 02:20:00",180,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2021-12-02 02:20:00",200,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2021-12-02 02:20:00",910,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2021-12-02 02:20:00",6060,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2021-12-02 02:20:00",100,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2021-12-02 02:20:00",540,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2021-12-02 02:20:00",2650,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2021-12-02 02:20:00",1820,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2021-12-02 02:20:00",1870,"Status : Siaga 3"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2021-12-02 02:20:00",-1930,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2021-12-02 02:20:00",610,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2021-12-02 02:20:00",500,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2021-12-02 02:20:00",1040,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2021-12-02 02:20:00",3300,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2021-12-02 02:20:00",880,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2021-12-02 02:20:00",910,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2021-12-02 02:20:00",1710,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2021-12-02 02:20:00",1600,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2021-12-02 02:20:00",1070,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2021-12-02 02:20:00",1780,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2021-12-02 02:20:00",1510,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2021-12-02 02:50:00",180,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2021-12-02 02:50:00",200,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2021-12-02 02:50:00",910,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2021-12-02 02:50:00",6040,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2021-12-02 02:50:00",110,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2021-12-02 02:50:00",540,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2021-12-02 02:50:00",2640,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2021-12-02 02:50:00",1870,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2021-12-02 02:50:00",1960,"Status : Siaga 3"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2021-12-02 02:50:00",-1930,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2021-12-02 02:50:00",610,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2021-12-02 02:50:00",500,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2021-12-02 02:50:00",1040,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2021-12-02 02:50:00",3300,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2021-12-02 02:50:00",950,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2021-12-02 02:50:00",910,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2021-12-02 02:50:00",1710,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2021-12-02 02:50:00",1620,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2021-12-02 02:50:00",1070,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2021-12-02 02:50:00",1780,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2021-12-02 02:50:00",1510,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2021-12-02 03:20:00",180,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2021-12-02 03:20:00",200,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2021-12-02 03:20:00",910,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2021-12-02 03:20:00",6050,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2021-12-02 03:20:00",110,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2021-12-02 03:20:00",570,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2021-12-02 03:20:00",2640,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2021-12-02 03:20:00",1890,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2021-12-02 03:20:00",1960,"Status : Siaga 3"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2021-12-02 03:20:00",-1930,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2021-12-02 03:20:00",610,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2021-12-02 03:20:00",500,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2021-12-02 03:20:00",1040,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2021-12-02 03:20:00",3300,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2021-12-02 03:20:00",990,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2021-12-02 03:20:00",910,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2021-12-02 03:20:00",1700,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2021-12-02 03:20:00",1600,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2021-12-02 03:20:00",1080,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2021-12-02 03:20:00",1790,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2021-12-02 03:20:00",1500,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2021-12-02 03:50:00",180,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2021-12-02 03:50:00",200,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2021-12-02 03:50:00",910,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2021-12-02 03:50:00",6040,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2021-12-02 03:50:00",110,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2021-12-02 03:50:00",570,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2021-12-02 03:50:00",2640,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2021-12-02 03:50:00",1970,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2021-12-02 03:50:00",2030,"Status : Siaga 2"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2021-12-02 03:50:00",-1920,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2021-12-02 03:50:00",610,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2021-12-02 03:50:00",500,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2021-12-02 03:50:00",1040,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2021-12-02 03:50:00",3300,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2021-12-02 03:50:00",1040,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2021-12-02 03:50:00",900,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2021-12-02 03:50:00",1700,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2021-12-02 03:50:00",1590,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2021-12-02 03:50:00",1090,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2021-12-02 03:50:00",1790,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2021-12-02 03:50:00",1500,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2021-12-02 04:20:00",180,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2021-12-02 04:20:00",200,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2021-12-02 04:20:00",910,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2021-12-02 04:20:00",6040,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2021-12-02 04:20:00",110,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2021-12-02 04:20:00",610,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2021-12-02 04:20:00",2640,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2021-12-02 04:20:00",2060,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2021-12-02 04:20:00",2110,"Status : Siaga 2"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2021-12-02 04:20:00",-1930,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2021-12-02 04:20:00",610,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2021-12-02 04:20:00",500,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2021-12-02 04:20:00",1040,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2021-12-02 04:20:00",3300,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2021-12-02 04:20:00",1090,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2021-12-02 04:20:00",910,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2021-12-02 04:20:00",1700,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2021-12-02 04:20:00",1590,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2021-12-02 04:20:00",1090,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2021-12-02 04:20:00",1800,"Status : Siaga 3"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2021-12-02 04:20:00",1500,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2021-12-02 04:50:00",180,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2021-12-02 04:50:00",200,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2021-12-02 04:50:00",910,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2021-12-02 04:50:00",6030,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2021-12-02 04:50:00",110,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2021-12-02 04:50:00",670,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2021-12-02 04:50:00",2640,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2021-12-02 04:50:00",2150,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2021-12-02 04:50:00",2210,"Status : Siaga 2"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2021-12-02 04:50:00",-1930,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2021-12-02 04:50:00",620,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2021-12-02 04:50:00",500,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2021-12-02 04:50:00",1040,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2021-12-02 04:50:00",3300,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2021-12-02 04:50:00",1180,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2021-12-02 04:50:00",900,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2021-12-02 04:50:00",1700,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2021-12-02 04:50:00",1590,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2021-12-02 04:50:00",1100,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2021-12-02 04:50:00",1800,"Status : Siaga 3"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2021-12-02 04:50:00",1490,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2021-12-02 06:20:00",190,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2021-12-02 06:20:00",200,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2021-12-02 06:20:00",910,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2021-12-02 06:20:00",6010,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2021-12-02 06:20:00",110,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2021-12-02 06:20:00",660,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2021-12-02 06:20:00",2780,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2021-12-02 06:20:00",2330,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2021-12-02 06:20:00",2390,"Status : Siaga 2"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2021-12-02 06:20:00",-1940,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2021-12-02 06:20:00",620,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2021-12-02 06:20:00",500,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2021-12-02 06:20:00",1040,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2021-12-02 06:20:00",3300,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2021-12-02 06:20:00",1390,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2021-12-02 06:20:00",900,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2021-12-02 06:20:00",1780,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2021-12-02 06:20:00",1590,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2021-12-02 06:20:00",1140,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2021-12-02 06:20:00",1840,"Status : Siaga 3"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2021-12-02 06:20:00",1530,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2021-12-02 06:50:00",170,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2021-12-02 06:50:00",200,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2021-12-02 06:50:00",910,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2021-12-02 06:50:00",6000,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2021-12-02 06:50:00",110,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2021-12-02 06:50:00",700,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2021-12-02 06:50:00",2790,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2021-12-02 06:50:00",2350,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2021-12-02 06:50:00",2410,"Status : Siaga 2"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2021-12-02 06:50:00",-1940,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2021-12-02 06:50:00",610,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2021-12-02 06:50:00",500,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2021-12-02 06:50:00",1040,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2021-12-02 06:50:00",3300,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2021-12-02 06:50:00",1440,"Status : Siaga 3"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2021-12-02 06:50:00",920,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2021-12-02 06:50:00",1830,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2021-12-02 06:50:00",1620,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2021-12-02 06:50:00",1140,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2021-12-02 06:50:00",1850,"Status : Siaga 3"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2021-12-02 06:50:00",1480,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2021-12-02 07:20:00",160,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2021-12-02 07:20:00",190,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2021-12-02 07:20:00",910,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2021-12-02 07:20:00",5990,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2021-12-02 07:20:00",110,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2021-12-02 07:20:00",780,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2021-12-02 07:20:00",2780,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2021-12-02 07:20:00",2380,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2021-12-02 07:20:00",2430,"Status : Siaga 2"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2021-12-02 07:20:00",-1940,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2021-12-02 07:20:00",610,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2021-12-02 07:20:00",500,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2021-12-02 07:20:00",1040,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2021-12-02 07:20:00",3300,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2021-12-02 07:20:00",1470,"Status : Siaga 3"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2021-12-02 07:20:00",920,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2021-12-02 07:20:00",1860,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2021-12-02 07:20:00",1620,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2021-12-02 07:20:00",1150,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2021-12-02 07:20:00",1810,"Status : Siaga 3"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2021-12-02 07:20:00",1470,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2021-12-02 07:50:00",150,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2021-12-02 07:50:00",190,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2021-12-02 07:50:00",920,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2021-12-02 07:50:00",6010,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2021-12-02 07:50:00",110,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2021-12-02 07:50:00",730,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2021-12-02 07:50:00",2780,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2021-12-02 07:50:00",2400,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2021-12-02 07:50:00",2450,"Status : Siaga 2"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2021-12-02 07:50:00",-1920,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2021-12-02 07:50:00",620,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2021-12-02 07:50:00",500,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2021-12-02 07:50:00",1040,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2021-12-02 07:50:00",3300,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2021-12-02 07:50:00",1500,"Status : Siaga 3"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2021-12-02 07:50:00",930,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2021-12-02 07:50:00",1910,"Status : Normal"
